name,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,reach_to_height
Nordine Taleb,15,7,0,185.42,77.11,187.96,Orthodox,3.66,51.0,2.62,66.0,1.94,76.0,73.0,0.0,1.0136986301369864
Tomohiko Hashimoto,1,4,0,182.88,113.4,187.28926406926408,Orthodox,0.0,0.0,11.67,30.0,0.0,0.0,0.0,0.0,1.0241101491101492
Ronald Jhun,24,26,2,180.34,77.11,184.94287292817683,Orthodox,1.45,57.0,3.01,50.0,1.81,100.0,100.0,0.0,1.0255233055793325
Akira Corassani,12,6,0,172.72,65.77,172.72,Orthodox,3.25,45.0,4.91,50.0,0.7,28.0,86.0,0.0,1.0
Caros Fodor,11,6,0,175.26,70.31,187.96,Orthodox,2.76,54.0,2.83,54.0,2.1,25.0,50.0,0.0,1.0724637681159421
Pedro Rocha,1,0,0,180.7559581881533,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0117508813160987
Mario Piazzon,8,0,0,175.26,120.2,185.42,Orthodox,1.35,73.0,1.16,40.0,18.87,50.0,50.0,0.0,1.0579710144927537
Besam Yousef,7,4,0,180.34,77.11,184.94287292817683,Orthodox,3.14,53.0,3.98,38.0,1.33,66.0,50.0,0.0,1.0255233055793325
Willie Peeters,9,10,1,175.26,99.79,180.1527188940092,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0279169171174782
Marco Polo Reyes,8,7,0,180.34,70.31,180.34,Orthodox,6.0,37.0,5.52,59.0,0.0,0.0,46.0,0.0,1.0
Oleksandr Doskalchuk,10,2,0,167.64,56.7,171.26154838709675,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0216031280547408
Amir Rahnavardi,11,10,0,182.88,92.99,187.28926406926408,Orthodox,0.67,25.0,0.0,100.0,0.0,0.0,50.0,0.0,1.0241101491101492
Shonie Carter,51,31,7,177.8,77.11,182.0296035242291,Southpaw,1.62,36.0,2.32,47.0,0.75,66.0,75.0,0.0,1.0237885462555065
John Kuhner,1,2,0,180.7559581881533,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0117508813160987
Jack Morrison,0,3,0,180.34,92.99,184.94287292817683,Orthodox,0.0,0.0,19.31,40.0,0.0,0.0,0.0,0.0,1.0255233055793325
Carl Toomey,3,3,0,180.7559581881533,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0117508813160987
Deron Winn,7,3,0,167.64,83.91,177.8,Orthodox,4.55,44.0,6.21,46.0,4.28,52.0,40.0,0.0,1.0606060606060608
Hailey Cowan,7,3,0,172.72,61.23,170.18,Southpaw,2.97,42.0,3.17,34.0,1.5,33.0,80.0,0.0,0.9852941176470589
Chris Bostick,6,3,0,180.7559581881533,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0117508813160987
Ernie Verdicia,0,1,0,180.34,90.26,184.94287292817683,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0255233055793325
Paul Rodriguez,10,9,2,170.18,70.31,174.71661691542292,Orthodox,0.84,100.0,1.68,68.0,0.0,0.0,50.0,0.0,1.026657755996139
Mal Foki,5,5,0,170.18,99.79,174.71661691542292,Orthodox,2.86,14.0,14.29,54.0,0.0,0.0,0.0,0.0,1.026657755996139
Grigory Popov,13,3,0,170.18,61.23,172.72,Switch,3.63,37.0,4.2,55.0,0.0,0.0,45.0,0.0,1.0149253731343284
Kevin Vallejos,11,1,0,170.18,65.77,172.72,Switch,4.73,44.0,5.8,51.0,0.0,0.0,66.0,0.0,1.0149253731343284
Taylor Callens,6,0,0,177.8,70.31,182.0296035242291,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0237885462555065
Roger Hollett,13,5,0,180.34,92.99,184.94287292817683,Orthodox,1.83,47.0,6.47,34.0,1.0,28.0,30.0,0.0,1.0255233055793325
Eduardo Bustillos,5,3,0,172.72,61.23,177.244375,Orthodox,2.61,59.0,6.22,35.0,0.0,0.0,100.0,0.0,1.0261948529411764
So Yul Kim,8,1,0,161.1271794871795,52.16,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1350040420371867
Russell Patrick,6,4,0,175.26,65.77,180.1527188940092,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0279169171174782
Thanh Le,6,1,0,175.26,65.77,187.96,Orthodox,1.97,40.0,1.82,70.0,0.0,0.0,100.0,0.0,1.0724637681159421
Pedro Otavio,19,8,0,190.5,111.13,195.41873015873017,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.025820105820106
Ricardo Funch,9,6,0,177.8,77.11,187.96,Southpaw,2.61,65.0,3.57,40.0,1.24,18.0,60.0,0.0,1.0571428571428572
Jesse Moreng,9,1,0,170.18,65.77,174.71661691542292,Orthodox,1.26,40.0,2.08,48.0,5.56,100.0,100.0,0.0,1.026657755996139
Mikey Burnett,5,2,0,167.64,77.11,171.26154838709675,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0216031280547408
Brandon Gaines,5,21,0,190.5,83.91,195.41873015873017,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.025820105820106
Jesse Bongfeldt,16,5,1,182.88,83.91,187.28926406926408,Orthodox,2.91,62.0,1.01,50.0,1.51,33.0,33.0,0.0,1.0241101491101492
Rongzhu,24,5,0,175.26,70.31,182.88,Orthodox,5.6,50.0,6.36,45.0,2.56,62.0,87.0,0.0,1.0434782608695652
Nick Roehrick,7,1,0,187.96,92.99,192.34385185185187,Orthodox,2.31,17.0,6.92,44.0,0.0,0.0,0.0,0.0,1.0233233233233234
Karl Reed,6,1,0,190.5,92.99,198.12,Orthodox,2.04,44.0,3.84,38.0,1.06,22.0,53.0,0.0,1.04
John Hosman,18,8,1,177.8,61.23,182.0296035242291,Southpaw,1.11,38.0,1.52,45.0,0.0,0.0,46.0,0.0,1.0237885462555065
Takenori Sato,19,11,7,177.8,77.11,182.0296035242291,Southpaw,0.46,33.0,12.92,9.0,0.0,0.0,0.0,0.0,1.0237885462555065
Damian Grabowski,20,5,0,185.42,109.32,190.5,Orthodox,4.0,36.0,7.65,51.0,0.0,0.0,0.0,0.0,1.0273972602739727
Dan Manasoiu,0,0,0,180.7559581881533,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0117508813160987
Shamar Bailey,16,11,0,175.26,70.31,190.5,Southpaw,1.56,20.0,3.91,69.0,1.5,33.0,37.0,0.0,1.0869565217391306
Francesco Maturi,0,1,0,180.7559581881533,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0117508813160987
Pedro Rizzo,20,11,0,185.42,109.32,190.05953757225436,Orthodox,1.93,34.0,3.02,50.0,0.26,28.0,78.0,0.0,1.0250217752791198
Paul Bradley,23,8,0,175.26,77.11,180.1527188940092,Orthodox,2.26,32.0,4.13,56.0,1.12,16.0,100.0,0.0,1.0279169171174782
Nolan Ticman,4,3,0,167.64,56.7,171.26154838709675,Orthodox,2.57,47.0,2.53,67.0,0.0,0.0,60.0,0.0,1.0216031280547408
David Barrios,4,8,0,167.64,65.77,171.26154838709675,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0216031280547408
Justin Salas,12,7,0,172.72,70.31,177.8,Southpaw,3.42,43.0,2.96,68.0,2.43,20.0,0.0,0.0,1.0294117647058825
Scott Lighty,6,2,0,187.96,92.99,192.34385185185187,Orthodox,2.91,21.0,4.24,49.0,0.0,0.0,0.0,0.0,1.0233233233233234
Hussain Rasouli,2,3,0,167.64,61.23,171.26154838709675,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0216031280547408
Ericka Almeida,7,3,0,167.64,52.16,171.26154838709675,Orthodox,1.07,39.0,3.33,43.0,0.5,33.0,37.0,0.0,1.0216031280547408
Hiroyuki Takaya,21,14,2,167.64,63.05,171.26154838709675,Orthodox,3.18,33.0,3.16,60.0,0.9,45.0,66.0,0.0,1.0216031280547408
Rico DiSciullo,9,2,0,172.72,61.23,177.244375,Orthodox,1.71,33.0,4.41,56.0,0.0,0.0,0.0,0.0,1.0261948529411764
Phil Johns,30,14,1,157.48,77.11,159.45555555555555,Southpaw,1.2,66.0,1.8,50.0,0.0,0.0,50.0,0.0,1.0125448028673836
Chuck O'Neil,17,9,0,187.96,77.11,192.34385185185187,Orthodox,3.13,37.0,4.4,72.0,0.0,0.0,0.0,0.0,1.0233233233233234
Willie Parks,5,2,0,177.8,83.91,182.0296035242291,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0237885462555065
Kevin Borjas,9,2,0,165.1,56.7,172.72,Orthodox,5.4,41.0,6.63,49.0,0.0,0.0,56.0,0.0,1.0461538461538462
Jhonata Silva,8,2,0,165.1,56.7,167.64,Orthodox,4.86,52.0,9.85,44.0,0.0,0.0,0.0,0.0,1.0153846153846153
Stephen Thompson,17,6,1,182.88,77.11,190.5,Orthodox,4.2,45.0,3.04,55.0,0.27,41.0,64.0,0.0,1.0416666666666667
Humberto Brown Morrison,4,6,0,177.8,65.77,182.0296035242291,Orthodox,1.71,50.0,2.19,62.0,1.43,25.0,0.0,0.0,1.0237885462555065
Fernando Bettega,7,5,0,180.7559581881533,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0117508813160987
Gabriel Salinas-Jones,5,2,1,185.42,111.13,190.05953757225436,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0250217752791198
Maurice Eazel,7,15,0,170.18,61.23,174.71661691542292,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.026657755996139
Anthony Romero,8,0,0,180.34,70.31,177.8,Orthodox,5.87,52.0,4.0,65.0,2.0,22.0,100.0,0.0,0.9859154929577465
Bruno Souza,10,3,0,177.8,65.77,177.8,Orthodox,3.73,39.0,5.3,45.0,0.5,16.0,60.0,0.0,1.0
Jair Farias,10,1,0,185.42,65.77,193.04,Orthodox,3.8,39.0,5.33,51.0,0.0,0.0,41.0,0.0,1.0410958904109588
Scott Adams,8,1,0,182.88,102.06,187.28926406926408,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0241101491101492
Jared Cannonier,17,6,0,180.34,83.91,195.58,Switch,4.68,52.0,4.13,59.0,0.44,42.0,63.0,0.0,1.0845070422535212
Clay French,19,7,0,170.18,73.03,174.71661691542292,Southpaw,1.52,50.0,1.27,16.0,0.0,0.0,100.0,0.0,1.026657755996139
Antonio Dos Santos,6,4,0,177.8,83.91,182.0296035242291,Orthodox,5.4,51.0,3.94,43.0,0.0,0.0,100.0,0.0,1.0237885462555065
Yoko Takahashi,15,12,2,172.72,68.04,177.244375,Orthodox,5.11,54.0,8.78,48.0,0.0,0.0,0.0,0.0,1.0261948529411764
Charlie Brenneman,19,8,0,177.8,70.31,177.8,Orthodox,1.52,56.0,1.55,46.0,4.23,42.0,72.0,0.0,1.0
Yurij Kiseliov,5,4,0,172.72,83.91,177.244375,Orthodox,4.88,87.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0261948529411764
Ramona Pascual,6,5,0,170.18,61.23,167.64,Southpaw,3.87,57.0,8.43,46.0,1.81,19.0,100.0,0.0,0.9850746268656715
Marcos da Matta,11,3,0,162.56,65.77,165.6953125,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.019287109375
Mickael Lebout,16,7,1,180.34,70.31,185.42,Orthodox,2.6,34.0,2.98,54.0,0.0,0.0,60.0,0.0,1.028169014084507
Joao Roque,7,2,4,167.64,70.31,171.26154838709675,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0216031280547408
Tony Juarez,1,12,0,176.93105263157895,70.31,177.8,Orthodox,0.89,25.0,10.34,38.0,4.43,100.0,66.0,0.0,1.0049112202493389
Chatt Lavender,9,7,0,172.72,77.11,177.244375,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0261948529411764
Andrew Sanchez,13,7,0,185.42,83.91,187.96,Orthodox,4.3,43.0,5.1,50.0,2.55,36.0,100.0,0.0,1.0136986301369864
Fiona Muxlow,6,3,0,162.56,65.77,165.6953125,Orthodox,1.44,27.0,5.45,34.0,0.0,0.0,0.0,0.0,1.019287109375
Arman Tsarukyan,21,3,0,170.18,70.31,182.88,Orthodox,3.85,48.0,1.91,54.0,3.4,36.0,75.0,0.0,1.0746268656716418
Randy Costa,6,4,0,175.26,61.23,185.42,Switch,6.53,46.0,7.58,58.0,0.0,0.0,50.0,0.0,1.0579710144927537
Collin Hart,6,3,1,185.42,83.91,190.05953757225436,Orthodox,6.33,44.0,7.53,51.0,2.0,16.0,50.0,0.0,1.0250217752791198
Rayanne Amanda,14,6,0,157.48,52.16,157.48,Orthodox,3.67,31.0,6.87,57.0,1.0,25.0,0.0,0.0,1.0
Luciano Azevedo,17,9,1,190.5,73.03,195.41873015873017,Orthodox,0.76,45.0,1.97,27.0,2.28,11.0,0.0,0.0,1.025820105820106
Kyle Driscoll,12,3,0,180.34,65.77,187.96,Orthodox,2.73,32.0,2.6,58.0,2.0,18.0,0.0,0.0,1.0422535211267605
Jasmine Jasudavicius,9,3,0,170.18,56.7,172.72,Orthodox,3.54,40.0,4.41,51.0,2.17,37.0,80.0,0.0,1.0149253731343284
Don Carlo-Clauss,10,7,0,180.7559581881533,77.11,182.88,Orthodox,1.44,30.0,7.68,43.0,0.0,0.0,66.0,0.0,1.0117508813160987
Victor Dias,11,3,0,167.64,56.7,175.26,Orthodox,2.87,44.0,5.8,55.0,5.0,41.0,0.0,0.0,1.0454545454545454
Keiichiro Yamamiya,45,35,10,180.34,83.91,184.94287292817683,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0255233055793325
Milana Dudieva,11,6,0,160.02,61.23,161.82622222222224,Orthodox,0.87,31.0,3.43,58.0,2.34,45.0,0.0,0.0,1.0112874779541448
Icho Larenas,6,5,0,190.5,106.59,195.41873015873017,Orthodox,0.17,15.0,2.5,28.0,0.0,0.0,14.0,0.0,1.025820105820106
Dan O'Connor,6,6,0,162.56,52.16,165.6953125,Orthodox,4.0,56.0,5.1,54.0,0.0,0.0,100.0,0.0,1.019287109375
Nikolajus Cilkinas,2,6,0,180.7559581881533,77.11,182.88,Orthodox,0.0,0.0,5.88,16.0,0.0,0.0,0.0,0.0,1.0117508813160987
Yuki Sasaki,25,22,2,187.96,83.91,192.34385185185187,Orthodox,1.09,43.0,1.2,57.0,0.43,100.0,66.0,0.0,1.0233233233233234
Damir Mirenic,9,4,0,182.88,83.91,187.28926406926408,Orthodox,0.84,50.0,9.86,35.0,0.0,0.0,0.0,0.0,1.0241101491101492
Dinis Paiva Jr.,13,8,0,175.26,65.77,180.34,Southpaw,2.6,41.0,2.73,67.0,0.0,0.0,81.0,0.0,1.028985507246377
Steve Mensing,9,13,2,180.34,83.91,184.94287292817683,Orthodox,0.0,0.0,9.51,42.0,0.0,0.0,0.0,0.0,1.0255233055793325
Sean Daugherty,0,2,0,182.88,79.38,187.28926406926408,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0241101491101492
Nasrudin Nasrudinov,9,1,0,182.88,92.99,180.34,Orthodox,1.03,87.0,0.29,75.0,2.2,50.0,40.0,0.0,0.9861111111111112
Greg Wilson,2,3,0,176.93105263157895,70.31,177.8,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0049112202493389
Junior Albini,14,6,0,190.5,119.75,187.96,Orthodox,3.98,51.0,6.08,52.0,1.54,37.0,100.0,0.0,0.9866666666666667
Alex Higley,4,3,0,177.8,65.77,182.0296035242291,Orthodox,0.29,100.0,1.74,60.0,0.0,0.0,0.0,0.0,1.0237885462555065
Nick Ertl,8,6,0,175.26,70.31,180.1527188940092,Orthodox,1.34,69.0,1.59,41.0,1.88,50.0,0.0,0.0,1.0279169171174782
John Salgado,4,8,1,177.8,77.11,182.0296035242291,Orthodox,0.99,50.0,1.86,40.0,0.0,0.0,50.0,0.0,1.0237885462555065
Ray Routh,2,1,0,172.72,83.91,177.244375,Orthodox,0.54,21.0,3.22,28.0,2.69,33.0,0.0,0.0,1.0261948529411764
Josh Burns,8,10,0,185.42,110.68,190.05953757225436,Orthodox,2.4,48.0,5.73,32.0,0.0,0.0,100.0,0.0,1.0250217752791198
Patrick Smith,20,17,0,187.96,102.06,192.34385185185187,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0233233233233234
Kyle Kingsbury,11,6,0,193.04,92.99,200.66,Orthodox,2.97,40.0,3.81,51.0,2.64,41.0,52.0,0.0,1.0394736842105263
Jason DeLucia,33,21,1,180.34,86.18,184.94287292817683,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0255233055793325
Douglas Lima,29,6,0,185.42,77.11,190.05953757225436,Orthodox,1.92,36.0,2.84,60.0,0.6,100.0,46.0,0.0,1.0250217752791198
Bruno Korea,7,3,0,167.64,61.23,165.1,Orthodox,2.12,34.0,3.96,42.0,0.0,0.0,25.0,0.0,0.9848484848484849
Kerry Vera,2,0,0,170.18,61.23,174.71661691542292,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.026657755996139
Josh Pulsifer,17,8,0,177.8,65.77,182.0296035242291,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0237885462555065
Mark Climaco,9,2,0,162.56,56.7,165.1,Southpaw,4.13,59.0,2.9,57.0,3.5,36.0,46.0,0.0,1.015625
Ismael Bonfim,19,4,0,172.72,70.31,180.34,Orthodox,4.91,57.0,2.66,76.0,1.11,28.0,81.0,0.0,1.0441176470588236
Jesse Murray,8,4,0,190.5,92.99,198.12,Orthodox,2.38,28.0,7.72,43.0,0.0,0.0,0.0,0.0,1.04
Gilles Arsene,1,1,0,175.26,86.18,180.1527188940092,Southpaw,0.06,10.0,2.45,32.0,0.0,0.0,0.0,0.0,1.0279169171174782
Steve Judson,0,2,0,180.34,104.33,184.94287292817683,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0255233055793325
Chibwikem Onyenegecha,5,0,0,190.5,83.91,195.41873015873017,Orthodox,5.6,55.0,3.4,52.0,0.0,0.0,100.0,0.0,1.025820105820106
Jonathan Rivera,4,2,0,176.93105263157895,70.31,177.8,Orthodox,4.36,49.0,3.9,60.0,0.0,0.0,0.0,0.0,1.0049112202493389
Haven Torres,0,0,0,167.110071942446,56.7,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0943685073810827
Chris Solomon,0,0,0,180.34,70.31,184.94287292817683,Orthodox,0.0,0.0,2.8,37.0,0.0,0.0,33.0,0.0,1.0255233055793325
Santiago Ponzinibbio,30,7,0,182.88,77.11,185.42,Orthodox,4.9,41.0,4.67,61.0,0.48,30.0,60.0,0.0,1.0138888888888888
Robert Densley,9,10,0,175.26,70.31,180.1527188940092,Orthodox,1.81,47.0,0.4,60.0,0.0,0.0,50.0,0.0,1.0279169171174782
Rashard Lovelace,4,1,0,176.93105263157895,70.31,177.8,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0049112202493389
Leon Aliu,10,2,0,182.88,83.91,187.96,Orthodox,6.32,50.0,10.11,38.0,0.0,0.0,0.0,0.0,1.027777777777778
Michel Batista,4,1,0,190.5,117.93,195.41873015873017,Orthodox,0.0,0.0,4.03,40.0,6.72,50.0,0.0,0.0,1.025820105820106
Dustin Joynson,5,0,0,198.12,110.68,198.12,Orthodox,3.28,53.0,5.63,47.0,0.0,0.0,0.0,0.0,1.0
Dong Hyun Ma,16,11,3,180.34,70.31,177.8,Orthodox,2.84,41.0,4.1,54.0,1.27,53.0,33.0,0.0,0.9859154929577465
Marc Cofer,7,5,0,183.6809503239741,83.91,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9956394480616451
Joe Pardo,4,6,0,185.42,95.25,190.05953757225436,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0250217752791198
Dhafir Harris,2,0,0,187.11333333333334,116.57,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9773755656108597
Karine Gevorgyan,3,3,0,162.56,56.7,160.02,Orthodox,1.2,20.0,1.8,76.0,0.0,0.0,0.0,0.0,0.984375
Nick Pica,5,1,0,177.8,83.91,182.0296035242291,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0237885462555065
Gennaro Strangis,0,1,0,180.7559581881533,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0117508813160987
Rony Sefo,0,2,0,175.26,102.06,180.1527188940092,Orthodox,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,1.0279169171174782
Yan Xiaonan,17,3,0,165.1,52.16,160.02,Orthodox,5.55,44.0,3.56,61.0,0.86,66.0,70.0,0.0,0.9692307692307693
Gabe Ruediger,18,8,0,177.8,70.31,182.0296035242291,Orthodox,1.7,31.0,5.16,41.0,2.04,11.0,28.0,0.0,1.0237885462555065
Logan Urban,5,1,0,182.88,77.11,182.88,Orthodox,2.55,66.0,16.6,27.0,0.0,0.0,0.0,0.0,1.0
TJ Hepburn,4,2,0,170.18,70.31,174.71661691542292,Orthodox,0.73,37.0,0.13,81.0,2.0,40.0,60.0,0.0,1.026657755996139
Daniel Pereira,9,2,0,177.8,83.91,182.0296035242291,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0237885462555065
Johnny Rees,13,5,0,182.88,77.11,187.28926406926408,Orthodox,3.29,64.0,0.84,47.0,1.15,25.0,50.0,0.0,1.0241101491101492
Dwayne Cason,1,1,0,177.8,96.16,182.0296035242291,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0237885462555065
Josiane Nunes,10,1,0,157.48,65.77,170.18,Southpaw,7.22,44.0,5.85,52.0,0.0,0.0,70.0,0.0,1.0806451612903227
Danny Chavez,11,5,1,172.72,65.77,170.18,Orthodox,2.86,38.0,3.83,50.0,1.95,60.0,87.0,0.0,0.9852941176470589
Marcio Navarro,14,14,0,182.88,70.31,187.28926406926408,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0241101491101492
Ulysses Gomez,9,5,0,167.64,56.7,171.26154838709675,Orthodox,2.72,25.0,3.57,68.0,0.0,0.0,0.0,0.0,1.0216031280547408
Rostem Akman,6,2,0,177.8,77.11,182.88,Switch,1.8,25.0,3.97,57.0,1.0,40.0,87.0,0.0,1.0285714285714285
Maria Rios,2,3,0,165.1,56.7,168.14800000000002,Orthodox,2.93,34.0,4.13,56.0,2.0,50.0,100.0,0.0,1.0184615384615388
Oron Kahlon,16,1,0,172.72,61.23,177.8,Orthodox,0.85,37.0,4.93,36.0,0.0,0.0,40.0,0.0,1.0294117647058825
Rodrigo Lidio,12,3,0,180.34,70.31,185.42,Orthodox,0.97,50.0,0.0,100.0,0.0,0.0,50.0,0.0,1.028169014084507
Jacob Silva,6,4,0,165.1,56.7,170.18,Orthodox,4.17,44.0,4.92,56.0,1.51,100.0,66.0,0.0,1.0307692307692309
Rudy Bears,16,15,0,180.34,77.11,184.94287292817683,Southpaw,1.27,29.0,2.53,50.0,0.0,0.0,0.0,0.0,1.0255233055793325
Jacob Noe,3,11,0,186.01810397553515,92.99,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9831301152497077
Anying Wang,2,1,0,182.88,77.11,187.28926406926408,Orthodox,1.32,26.0,1.63,44.0,0.0,0.0,33.0,0.0,1.0241101491101492
Jerome Rivera,10,6,0,177.8,56.7,182.88,Southpaw,3.21,33.0,2.6,51.0,0.0,0.0,40.0,0.0,1.0285714285714285
Michael Kuiper,15,5,0,182.88,83.91,185.42,Orthodox,3.28,54.0,3.62,54.0,2.3,55.0,79.0,0.0,1.0138888888888888
Sherrard Blackledge,5,1,0,180.34,70.31,190.5,Orthodox,3.7,49.0,3.13,55.0,4.0,33.0,42.0,0.0,1.056338028169014
Teddy Ash,14,5,0,185.42,83.91,185.42,Switch,7.27,61.0,6.8,28.0,0.0,0.0,100.0,0.0,1.0
Brogan Walker,8,4,0,162.56,56.7,170.18,Switch,2.04,30.0,3.7,47.0,0.0,0.0,11.0,0.0,1.046875
Ryan Roberts,21,12,1,167.64,70.31,171.26154838709675,Orthodox,0.0,0.0,22.5,45.0,0.0,0.0,0.0,0.0,1.0216031280547408
Carlos Vera,11,3,0,170.5071662763466,61.23,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0725648897571867
Brandon Wolff,7,5,0,175.26,77.11,180.1527188940092,Orthodox,0.47,33.0,10.91,19.0,0.0,0.0,0.0,0.0,1.0279169171174782
Bruna Brasil,9,3,1,167.64,52.16,165.1,Orthodox,3.44,68.0,3.94,53.0,1.86,66.0,53.0,0.0,0.9848484848484849
Eduardo Pamplona,16,4,0,180.34,77.11,184.94287292817683,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0255233055793325
Ray Wizard,0,1,0,180.7559581881533,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0117508813160987
Ty Flores,7,3,0,190.5,92.99,185.42,Switch,2.0,37.0,7.8,25.0,1.0,9.0,0.0,0.0,0.9733333333333333
John Kelly,5,4,0,175.26,77.11,180.1527188940092,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0279169171174782
Anton Turkalj,8,3,0,193.04,92.99,198.12,Orthodox,1.72,53.0,2.48,49.0,6.55,51.0,16.0,0.0,1.0263157894736843
Jimmy Lawson,4,2,0,182.88,120.2,195.58,Orthodox,0.07,8.0,1.6,44.0,0.0,0.0,0.0,0.0,1.0694444444444446
Carls John De Tomas,6,2,0,165.1,56.7,180.34,Southpaw,1.74,37.0,3.93,44.0,1.37,33.0,66.0,0.0,1.0923076923076924
Yazan Hajeh,6,1,0,175.26,65.77,180.1527188940092,Orthodox,1.54,25.0,17.44,44.0,0.0,0.0,100.0,0.0,1.0279169171174782
Richard Dalton,4,3,1,185.42,92.99,190.05953757225436,Orthodox,1.2,69.0,3.27,25.0,1.0,11.0,0.0,0.0,1.0250217752791198
Paulo Renato Junior,12,3,0,182.88,92.99,185.42,Orthodox,4.89,45.0,5.18,56.0,0.0,0.0,100.0,0.0,1.0138888888888888
Ricky Calatayud,16,2,0,175.26,56.7,180.1527188940092,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0279169171174782
Raou Raou,0,1,0,172.72,88.45,177.244375,Orthodox,2.01,16.0,6.75,60.0,0.0,0.0,0.0,0.0,1.0261948529411764
David Roberts,5,8,0,185.42,77.11,190.05953757225436,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0250217752791198
Alberto Montes,4,0,0,170.18,61.23,174.71661691542292,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.026657755996139
