name,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,reach_to_height
Scott Shaffer,0,1,0,170.18,65.77,174.71661691542292,Orthodox,2.4,67.0,0.53,50.0,0.0,0.0,72.0,3.0,1.026657755996139
Raymond Daniels,0,1,0,187.96,83.91,192.34385185185187,Southpaw,0.0,0.0,2.61,38.0,0.0,0.0,33.0,3.0,1.0233233233233234
Fabiano Iha,9,5,0,172.72,70.31,177.244375,Orthodox,1.73,47.0,2.49,42.0,2.88,40.0,50.0,2.9,1.0261948529411764
Jan Nortje,2,6,0,185.42,140.61,190.05953757225436,Southpaw,3.32,51.0,4.5,32.0,0.0,0.0,66.0,2.9,1.0250217752791198
Will Ribeiro,10,2,0,172.72,61.23,177.244375,Orthodox,1.83,28.0,1.64,74.0,1.15,100.0,50.0,2.9,1.0261948529411764
Anthony Hernandez,11,2,0,182.88,83.91,190.5,Orthodox,4.33,62.0,3.36,46.0,6.79,57.0,63.0,2.9,1.0416666666666667
Marcus Jones,4,2,0,198.12,120.2,201.12181818181818,Orthodox,1.94,52.0,2.71,58.0,8.71,75.0,0.0,2.9,1.0151515151515151
Tatsuro Taira,14,0,0,170.18,56.7,177.8,Orthodox,3.23,69.0,1.26,47.0,2.41,41.0,60.0,2.8,1.0447761194029852
Jason High,21,6,0,172.72,70.31,185.42,Southpaw,1.28,42.0,1.56,48.0,2.36,63.0,37.0,2.8,1.0735294117647058
Mike Nickels,9,5,0,193.04,92.99,198.9791176470588,Orthodox,4.44,52.0,1.11,64.0,11.11,80.0,0.0,2.8,1.0307662538699691
Shaheen Santana,6,1,0,185.42,70.31,190.5,Orthodox,0.82,42.0,1.65,40.0,0.0,0.0,0.0,2.8,1.0273972602739727
Sam Patterson,10,2,1,190.5,70.31,198.12,Orthodox,2.56,36.0,3.98,44.0,0.0,0.0,33.0,2.8,1.04
Rei Tsuruya,8,0,0,167.64,56.7,172.72,Orthodox,2.91,63.0,1.64,42.0,7.74,57.0,50.0,2.8,1.0303030303030303
Yoshiyuki Yoshida,18,9,0,180.34,77.11,177.8,Southpaw,0.85,36.0,3.67,36.0,1.41,28.0,25.0,2.8,0.9859154929577465
Nadia Kassem,5,2,0,165.1,56.7,167.64,Southpaw,3.13,41.0,4.48,48.0,0.46,33.0,40.0,2.8,1.0153846153846153
Rinya Nakamura,8,0,0,170.18,61.23,172.72,Southpaw,4.23,54.0,1.78,70.0,4.23,85.0,100.0,2.8,1.0149253731343284
Ron Waterman,16,6,2,187.96,127.01,192.34385185185187,Orthodox,0.84,50.0,1.37,42.0,4.19,69.0,50.0,2.8,1.0233233233233234
Abel Cullum,20,6,0,170.18,63.05,174.71661691542292,Orthodox,1.82,40.0,1.23,46.0,4.01,52.0,0.0,2.8,1.026657755996139
Andre Galvao,5,2,0,170.18,76.2,174.71661691542292,Orthodox,2.34,52.0,1.56,58.0,2.02,27.0,0.0,2.8,1.026657755996139
Dan Lauzon,17,6,0,177.8,70.31,182.0296035242291,Orthodox,1.34,25.0,4.09,61.0,1.63,33.0,80.0,2.7,1.0237885462555065
Darrick Minner,26,14,0,170.18,65.77,175.26,Orthodox,2.63,65.0,2.28,35.0,2.4,72.0,66.0,2.7,1.0298507462686566
Edson Berto,17,12,1,167.64,70.31,171.26154838709675,Orthodox,1.76,36.0,4.62,47.0,5.47,40.0,0.0,2.7,1.0216031280547408
Khamzat Chimaev,13,0,0,187.96,83.91,190.5,Orthodox,5.72,58.0,3.46,42.0,3.99,46.0,100.0,2.7,1.0135135135135134
Carlton Jones,1,4,0,185.42,102.06,190.05953757225436,Orthodox,2.32,41.0,3.58,56.0,4.02,50.0,57.0,2.7,1.0250217752791198
Charles Oliveira,34,9,0,177.8,70.31,187.96,Orthodox,3.54,53.0,3.19,51.0,2.32,40.0,55.0,2.7,1.0571428571428572
Matt Horwich,30,25,1,185.42,83.91,190.05953757225436,Orthodox,1.11,62.0,2.16,38.0,0.33,9.0,28.0,2.7,1.0250217752791198
Charles McCarthy,10,5,0,177.8,83.91,180.34,Orthodox,0.18,12.0,4.03,56.0,2.67,60.0,0.0,2.7,1.0142857142857142
Jeff Bedard,13,3,0,167.64,65.77,171.26154838709675,Orthodox,0.8,51.0,0.0,100.0,3.43,66.0,100.0,2.6,1.0216031280547408
Roybert Echeverria,7,1,0,165.1,56.7,170.18,Switch,2.95,53.0,2.52,57.0,0.0,0.0,71.0,2.6,1.0307692307692309
Julian Marquez,9,4,0,187.96,83.91,182.88,Orthodox,4.86,44.0,4.99,51.0,0.0,0.0,53.0,2.6,0.9729729729729729
Allan Goes,10,5,2,182.88,92.99,187.28926406926408,Orthodox,0.64,52.0,1.35,41.0,1.75,40.0,0.0,2.6,1.0241101491101492
Joseph Morales,9,2,0,167.64,56.7,175.26,Switch,1.58,37.0,1.72,60.0,0.53,50.0,23.0,2.6,1.0454545454545454
Nick Thompson,38,14,1,185.42,77.11,187.96,Orthodox,1.87,42.0,1.8,49.0,1.06,100.0,35.0,2.6,1.0136986301369864
Dustin Pague,12,11,0,175.26,61.23,187.96,Orthodox,1.65,53.0,2.96,41.0,1.03,44.0,55.0,2.6,1.0724637681159421
Coty Wheeler,14,5,0,167.64,61.23,170.18,Orthodox,1.88,22.0,3.16,59.0,0.87,37.0,33.0,2.6,1.0151515151515154
Lu Kai,8,5,0,175.26,65.77,175.26,Orthodox,3.76,43.0,5.51,55.0,2.62,50.0,100.0,2.6,1.0
Renato Sobral,37,11,0,185.42,92.99,190.5,Orthodox,2.23,45.0,1.53,57.0,2.48,42.0,65.0,2.6,1.0273972602739727
Daniel Roberts,15,7,0,177.8,77.11,187.96,Southpaw,0.73,20.0,2.27,46.0,2.46,44.0,40.0,2.5,1.0571428571428572
Keigo Kunihara,3,2,0,182.88,106.59,187.28926406926408,Orthodox,0.17,10.0,1.99,57.0,4.97,40.0,100.0,2.5,1.0241101491101492
Jeimeson Saudino,8,5,0,167.64,61.23,171.26154838709675,Orthodox,0.66,30.0,0.82,84.0,2.47,50.0,0.0,2.5,1.0216031280547408
Marloes Coenen,23,8,0,175.26,65.77,170.18,Orthodox,2.15,51.0,1.9,67.0,0.82,30.0,41.0,2.5,0.9710144927536233
Daniel Spohn,15,6,0,193.04,92.99,200.66,Southpaw,2.42,49.0,1.6,53.0,0.0,0.0,28.0,2.5,1.0394736842105263
Andre Petroski,10,3,0,182.88,83.91,185.42,Switch,3.61,51.0,3.03,51.0,4.48,54.0,71.0,2.5,1.0138888888888888
Dave Menne,45,17,2,177.8,77.11,182.0296035242291,Orthodox,1.84,44.0,1.99,42.0,0.46,50.0,57.0,2.5,1.0237885462555065
Kyle Kurtz,7,5,0,180.7559581881533,77.11,182.88,Orthodox,1.31,36.0,2.95,52.0,1.23,20.0,0.0,2.5,1.0117508813160987
Renato Verissimo,7,5,0,185.42,77.11,190.05953757225436,Orthodox,0.92,48.0,1.87,47.0,1.46,30.0,50.0,2.5,1.0250217752791198
Ken Shamrock,28,17,2,185.42,92.99,182.88,Orthodox,1.47,46.0,4.3,39.0,0.94,60.0,44.0,2.5,0.9863013698630138
Lumumba Sayers,6,5,0,182.88,83.91,187.28926406926408,Orthodox,2.54,41.0,2.37,48.0,7.63,75.0,0.0,2.5,1.0241101491101492
Dale Hartt,6,3,0,177.8,70.31,175.26,Orthodox,1.14,35.0,1.55,66.0,1.22,100.0,25.0,2.5,0.9857142857142857
Thomas Petersen,8,1,0,185.42,119.75,187.96,Southpaw,3.59,73.0,2.45,40.0,7.34,100.0,100.0,2.5,1.0136986301369864
Tom Murphy,8,0,0,187.96,102.97,192.34385185185187,Southpaw,2.5,71.0,0.17,84.0,7.51,85.0,0.0,2.5,1.0233233233233234
Naoki Inoue,11,1,0,175.26,56.7,180.34,Orthodox,3.67,35.0,3.37,60.0,0.0,0.0,60.0,2.5,1.028985507246377
Phil Cardella,8,5,0,180.34,70.31,184.94287292817683,Orthodox,2.47,50.0,2.0,57.0,0.0,0.0,11.0,2.5,1.0255233055793325
Clayton Carpenter,7,0,0,167.64,56.7,167.64,Orthodox,4.5,51.0,2.85,60.0,2.47,50.0,0.0,2.5,1.0
Ivan Salaverry,14,9,0,182.88,83.91,187.28926406926408,Orthodox,3.01,47.0,1.19,76.0,0.49,18.0,36.0,2.5,1.0241101491101492
Keisuke Fujiwara,17,12,5,167.64,63.05,171.26154838709675,Switch,0.73,44.0,1.2,47.0,0.0,0.0,23.0,2.5,1.0216031280547408
Cody McKenzie,16,10,0,182.88,70.31,182.88,Switch,1.74,34.0,2.5,67.0,2.5,25.0,14.0,2.5,1.0
Tamdan McCrory,14,5,0,193.04,83.91,193.04,Switch,2.07,49.0,1.6,46.0,2.28,50.0,33.0,2.5,1.0
Liam McGeary,12,2,0,198.12,92.99,201.12181818181818,Orthodox,1.28,48.0,1.92,50.0,0.51,100.0,0.0,2.5,1.0151515151515151
Jailton Almeida,20,2,0,190.5,92.99,200.66,Orthodox,2.78,64.0,0.52,43.0,5.14,55.0,75.0,2.4,1.0533333333333332
Doug Marshall,18,8,0,177.8,92.99,182.0296035242291,Orthodox,6.99,46.0,4.02,60.0,0.0,0.0,66.0,2.4,1.0237885462555065
Mark Weir,21,18,1,187.96,83.91,192.34385185185187,Southpaw,1.54,56.0,2.5,38.0,0.8,50.0,25.0,2.4,1.0233233233233234
Shane del Rosario,11,2,0,193.04,113.4,198.9791176470588,Southpaw,3.93,60.0,2.97,54.0,1.2,40.0,16.0,2.4,1.0307662538699691
Juan Espino,11,2,0,190.5,115.67,203.2,Orthodox,2.38,70.0,1.95,40.0,8.93,78.0,50.0,2.4,1.0666666666666667
Jason Lambert,26,13,0,190.5,83.91,190.5,Orthodox,3.21,58.0,1.84,50.0,1.35,36.0,28.0,2.4,1.0
Noad Lahat,11,2,0,175.26,65.77,175.26,Orthodox,2.79,46.0,1.47,63.0,2.37,26.0,16.0,2.4,1.0
Paddy Pimblett,20,3,0,177.8,70.31,185.42,Orthodox,4.19,46.0,3.48,41.0,0.97,25.0,56.0,2.4,1.0428571428571427
Gabriel Miranda,17,6,0,180.34,65.77,180.34,Orthodox,3.52,51.0,6.88,39.0,4.8,40.0,0.0,2.4,1.0
Rob Kimmons,25,9,0,177.8,83.91,185.42,Orthodox,1.86,48.0,4.79,38.0,2.08,46.0,25.0,2.4,1.0428571428571427
Hermes Franca,24,17,0,167.64,70.31,180.34,Orthodox,1.78,39.0,2.85,55.0,1.53,36.0,37.0,2.4,1.075757575757576
Cesar Arzamendia,8,3,0,180.34,70.31,184.94287292817683,Orthodox,5.37,45.0,5.2,56.0,7.32,75.0,0.0,2.4,1.0255233055793325
Antonio Rodrigo Nogueira,34,10,1,190.5,108.86,195.58,Orthodox,1.95,42.0,2.4,55.0,1.3,29.0,36.0,2.4,1.0266666666666668
Chris Lytle,31,18,5,180.34,77.11,172.72,Orthodox,3.76,45.0,3.03,58.0,0.7,55.0,55.0,2.4,0.9577464788732394
Ramiz Brahimaj,10,4,0,177.8,77.11,182.88,Orthodox,2.47,41.0,4.08,50.0,1.9,66.0,58.0,2.4,1.0285714285714285
Eugene Jackson,15,9,1,172.72,83.91,177.244375,Orthodox,2.19,33.0,3.44,32.0,1.91,71.0,16.0,2.3,1.0261948529411764
Joe Doerksen,51,16,0,182.88,83.91,190.5,Orthodox,1.43,42.0,2.79,50.0,2.02,33.0,33.0,2.3,1.0416666666666667
Wes Sims,24,14,1,208.28,117.93,182.88,Orthodox,0.98,51.0,2.95,37.0,0.0,0.0,40.0,2.3,0.8780487804878049
JP Buys,9,6,0,165.1,61.23,170.18,Orthodox,1.88,39.0,3.02,40.0,1.55,25.0,25.0,2.3,1.0307692307692309
Brandon Royval,15,6,0,175.26,56.7,172.72,Southpaw,3.45,38.0,2.63,50.0,0.66,100.0,39.0,2.3,0.9855072463768116
Nate Smith,6,1,0,167.64,56.7,175.26,Switch,1.28,38.0,2.04,35.0,0.0,0.0,33.0,2.3,1.0454545454545454
Mats Nilsson,11,4,1,185.42,77.11,190.05953757225436,Orthodox,2.99,39.0,5.62,63.0,3.87,83.0,44.0,2.3,1.0250217752791198
Hideo Tokoro,34,29,2,170.18,61.23,174.71661691542292,Orthodox,1.78,37.0,2.01,65.0,0.87,34.0,44.0,2.3,1.026657755996139
Jose Maria,37,7,0,165.1,56.7,168.14800000000002,Orthodox,3.2,53.0,3.98,52.0,2.32,27.0,33.0,2.3,1.0184615384615388
Yoshiki Takahashi,30,27,3,180.34,90.26,184.94287292817683,Southpaw,2.26,51.0,6.47,44.0,0.0,0.0,66.0,2.3,1.0255233055793325
Ikram Aliskerov,15,1,0,182.88,83.91,193.04,Southpaw,8.24,65.0,7.15,36.0,2.33,33.0,0.0,2.3,1.0555555555555556
Mike Joy,11,8,0,167.64,70.31,171.26154838709675,Southpaw,0.57,33.0,1.71,47.0,0.78,33.0,0.0,2.3,1.0216031280547408
Kimo Leopoldo,10,7,1,190.5,106.59,195.41873015873017,Orthodox,0.76,83.0,2.12,30.0,4.55,100.0,0.0,2.3,1.025820105820106
Chas Skelly,19,3,0,180.34,65.77,182.88,Orthodox,2.01,40.0,3.21,49.0,1.74,34.0,39.0,2.3,1.0140845070422535
Ruan Potts,11,6,0,187.96,112.04,190.5,Orthodox,0.85,37.0,5.92,22.0,0.75,16.0,33.0,2.3,1.0135135135135134
Mark Holst,12,6,0,182.88,70.31,187.28926406926408,Orthodox,0.25,19.0,1.67,47.0,0.76,100.0,60.0,2.3,1.0241101491101492
Seth Petruzelli,14,8,0,182.88,92.99,193.04,Orthodox,2.17,41.0,2.08,55.0,0.46,50.0,47.0,2.3,1.0555555555555556
Christian Morecraft,8,3,0,198.12,117.93,205.74,Orthodox,2.82,34.0,2.46,46.0,3.26,66.0,50.0,2.2,1.0384615384615385
Niklas Backstrom,11,3,0,185.42,65.77,190.05953757225436,Orthodox,1.12,41.0,3.65,40.0,2.92,80.0,72.0,2.2,1.0250217752791198
Kaynan Kruschewsky,15,2,0,182.88,70.31,185.42,Orthodox,5.08,39.0,4.79,47.0,2.18,100.0,0.0,2.2,1.0138888888888888
Drew Fickett,42,21,0,177.8,70.31,177.8,Orthodox,2.33,41.0,2.29,57.0,1.3,35.0,30.0,2.2,1.0
Ryan Thomas,20,8,0,182.88,77.11,187.28926406926408,Orthodox,2.01,36.0,4.17,30.0,5.59,33.0,0.0,2.2,1.0241101491101492
Ryan Hall,9,2,0,177.8,65.77,177.8,Southpaw,2.38,50.0,1.33,65.0,0.22,9.0,0.0,2.2,1.0
Dustin Kimura,11,3,0,170.18,61.23,180.34,Orthodox,1.33,21.0,3.82,51.0,0.93,37.0,50.0,2.2,1.0597014925373134
Alex Gilpin,11,1,0,170.18,65.77,174.71661691542292,Orthodox,6.8,54.0,12.29,42.0,2.17,25.0,0.0,2.2,1.026657755996139
Josh Grispi,14,5,0,180.34,65.77,187.96,Orthodox,1.44,41.0,3.71,50.0,1.97,36.0,16.0,2.2,1.0422535211267605
Anthony Torres,5,3,0,172.72,77.11,177.244375,Orthodox,3.54,48.0,7.52,45.0,0.0,0.0,100.0,2.2,1.0261948529411764
Danny Henry,12,4,0,182.88,65.77,185.42,Orthodox,5.2,51.0,4.16,45.0,0.74,33.0,50.0,2.2,1.0138888888888888
Hidehiko Yoshida,6,8,1,180.34,102.06,184.94287292817683,Orthodox,1.05,36.0,1.89,62.0,1.09,33.0,71.0,2.2,1.0255233055793325
Joe Stevenson,33,16,0,170.18,65.77,177.8,Orthodox,2.05,44.0,2.44,60.0,2.75,44.0,39.0,2.2,1.0447761194029852
Everett Cummings,12,0,0,186.01810397553515,92.99,182.88,Orthodox,0.43,60.0,4.34,45.0,0.0,0.0,0.0,2.2,0.9831301152497077
Jose Landi-Jons,29,16,0,180.34,77.11,184.94287292817683,Orthodox,0.99,40.0,0.77,43.0,2.2,80.0,40.0,2.2,1.0255233055793325
Wilson Gouveia,14,8,0,185.42,83.91,193.04,Orthodox,3.02,39.0,4.06,56.0,0.9,66.0,57.0,2.2,1.0410958904109588
Chris Price,19,4,0,187.96,83.91,192.34385185185187,Southpaw,1.44,66.0,2.59,48.0,0.0,0.0,33.0,2.2,1.0233233233233234
Fredson Paixao,10,5,0,167.64,65.77,167.64,Orthodox,1.71,54.0,2.31,62.0,0.62,11.0,10.0,2.2,1.0
Jake Hadley,10,2,0,170.18,56.7,177.8,Southpaw,3.42,44.0,3.2,60.0,0.32,25.0,35.0,2.2,1.0447761194029852
Chase Hooper,13,3,1,185.42,70.31,187.96,Southpaw,4.86,51.0,3.59,36.0,1.42,22.0,55.0,2.2,1.0136986301369864
Daniel Gracie,5,4,1,187.96,102.06,192.34385185185187,Orthodox,1.9,38.0,1.33,59.0,0.36,100.0,80.0,2.1,1.0233233233233234
Masakazu Imanari,36,16,2,162.56,63.05,165.6953125,Southpaw,0.55,30.0,1.74,57.0,0.0,0.0,0.0,2.1,1.019287109375
Andrew Holbrook,12,3,0,180.34,70.31,177.8,Southpaw,2.2,49.0,3.0,54.0,0.85,18.0,10.0,2.1,0.9859154929577465
Mike Cook,13,13,0,185.42,92.99,190.05953757225436,Orthodox,1.72,49.0,2.4,46.0,1.03,33.0,55.0,2.1,1.0250217752791198
Polyana Viana,13,6,0,165.1,52.16,170.18,Orthodox,3.19,41.0,2.63,55.0,0.93,33.0,43.0,2.1,1.0307692307692309
Logan Clark,18,6,0,187.96,83.91,192.34385185185187,Orthodox,2.2,54.0,1.49,53.0,0.31,100.0,30.0,2.1,1.0233233233233234
Nate Loughran,11,2,0,187.96,83.91,192.34385185185187,Orthodox,1.81,40.0,4.11,59.0,0.0,0.0,0.0,2.1,1.0233233233233234
Tim McKenzie,14,9,0,182.88,83.91,187.96,Orthodox,1.37,54.0,2.96,44.0,0.0,0.0,28.0,2.1,1.027777777777778
Mackens Semerzier,8,4,0,175.26,65.77,182.88,Orthodox,2.91,45.0,3.48,46.0,2.14,50.0,50.0,2.1,1.0434782608695652
Dennis Hallman,53,20,2,175.26,70.31,182.88,Orthodox,1.12,44.0,1.96,43.0,1.79,30.0,25.0,2.1,1.0434782608695652
Chris Brennan,21,13,1,172.72,77.11,177.244375,Orthodox,0.6,40.0,0.97,50.0,0.0,0.0,25.0,2.1,1.0261948529411764
Josh Sampo,11,5,0,162.56,56.7,162.56,Orthodox,1.99,36.0,2.96,55.0,1.06,33.0,40.0,2.1,1.0
Katsuhisa Fujii,9,18,1,182.88,92.99,187.28926406926408,Orthodox,4.0,50.0,4.43,64.0,2.14,25.0,50.0,2.1,1.0241101491101492
Brooke Mayo,0,1,0,170.18,56.7,174.71661691542292,Orthodox,1.92,34.0,3.2,63.0,3.2,60.0,0.0,2.1,1.026657755996139
Satoru Kitaoka,40,14,9,167.64,69.85,171.26154838709675,Orthodox,0.68,33.0,2.15,45.0,0.62,10.0,27.0,2.1,1.0216031280547408
Daermisi Zhawupasi,7,1,0,172.72,61.23,172.72,Switch,1.24,51.0,2.75,34.0,6.19,75.0,64.0,2.1,1.0
Jeremiah Metcalf,13,7,0,185.42,83.91,190.05953757225436,Orthodox,1.74,59.0,0.27,60.0,4.02,66.0,100.0,2.0,1.0250217752791198
Harry Hunsucker,7,6,0,187.96,92.99,190.5,Orthodox,3.54,52.0,6.53,42.0,0.0,0.0,0.0,2.0,1.0135135135135134
Charles Bennett,30,33,2,172.72,70.31,177.244375,Orthodox,1.39,39.0,1.35,64.0,2.02,100.0,36.0,2.0,1.0261948529411764
Kevin Syler,10,1,0,175.26,70.31,180.34,Switch,5.6,69.0,4.03,48.0,1.0,40.0,77.0,2.0,1.028985507246377
Mike Zichelle,8,4,0,186.01810397553515,92.99,182.88,Orthodox,0.87,35.0,0.87,40.0,0.0,0.0,0.0,2.0,0.9831301152497077
Dave Galera,5,1,0,180.34,61.23,184.94287292817683,Orthodox,1.67,69.0,0.53,33.0,0.0,0.0,14.0,2.0,1.0255233055793325
Kaik Brito,16,5,0,180.34,77.11,182.88,Orthodox,2.8,38.0,3.87,55.0,0.0,0.0,55.0,2.0,1.0140845070422535
Josh Thornburg,8,8,0,182.88,77.11,187.28926406926408,Orthodox,1.2,50.0,3.13,38.0,2.0,66.0,42.0,2.0,1.0241101491101492
Chad Reiner,33,18,0,180.34,77.11,184.94287292817683,Orthodox,0.53,20.0,1.97,46.0,0.99,33.0,25.0,2.0,1.0255233055793325
Jacob Volkmann,19,7,0,175.26,70.31,180.34,Southpaw,1.19,34.0,1.78,52.0,3.19,48.0,52.0,2.0,1.028985507246377
Brock Larson,42,10,0,180.34,77.11,180.34,Southpaw,1.39,46.0,1.5,55.0,2.67,34.0,43.0,2.0,1.0
Christian Lohsen,4,2,0,187.96,70.31,195.58,Southpaw,5.27,49.0,6.93,44.0,0.0,0.0,0.0,2.0,1.0405405405405406
Brent Primus,8,0,0,177.8,70.31,182.0296035242291,Orthodox,1.73,39.0,2.27,59.0,5.0,38.0,0.0,2.0,1.0237885462555065
Nick Serra,7,3,0,175.26,77.11,180.1527188940092,Orthodox,0.0,0.0,1.73,43.0,1.0,10.0,0.0,2.0,1.0279169171174782
Chris Holdsworth,6,0,0,180.34,61.23,184.94287292817683,Orthodox,1.85,29.0,1.94,58.0,3.38,62.0,100.0,2.0,1.0255233055793325
David Mitchell,22,7,0,182.88,77.11,190.5,Orthodox,1.74,32.0,2.06,55.0,0.66,50.0,29.0,2.0,1.0416666666666667
John Halverson,16,8,0,175.26,70.31,180.1527188940092,Southpaw,2.94,43.0,5.29,47.0,0.0,0.0,66.0,2.0,1.0279169171174782
Sean Holden,5,2,0,177.8,77.11,182.0296035242291,Orthodox,2.4,59.0,0.6,59.0,5.0,83.0,0.0,2.0,1.0237885462555065
Eric Wray,5,1,0,182.88,77.11,187.28926406926408,Orthodox,1.76,48.0,3.12,28.0,4.07,66.0,0.0,2.0,1.0241101491101492
Kevin Haley,6,4,0,187.96,92.99,192.34385185185187,Orthodox,0.87,59.0,0.87,64.0,3.0,100.0,0.0,2.0,1.0233233233233234
Mariusz Ksiazkiewicz,8,1,0,190.5,83.91,190.5,Southpaw,0.93,45.0,3.4,39.0,4.0,100.0,0.0,2.0,1.0
Young Sam Jung,4,8,0,172.72,63.05,177.244375,Orthodox,0.53,9.0,2.79,63.0,0.0,0.0,0.0,2.0,1.0261948529411764
Luis Rodriguez,11,2,0,167.64,56.7,165.1,Orthodox,1.27,37.0,3.2,54.0,2.0,50.0,100.0,2.0,0.9848484848484849
Jarrod Kwitty,2,2,0,172.72,83.91,177.244375,Orthodox,0.53,50.0,4.4,32.0,8.0,50.0,0.0,2.0,1.0261948529411764
Jimmy Crute,12,4,1,187.96,92.99,187.96,Orthodox,3.68,54.0,3.04,44.0,4.84,57.0,60.0,2.0,1.0
Joe Lauzon,28,16,0,177.8,70.31,180.34,Orthodox,2.84,39.0,5.39,54.0,2.39,45.0,54.0,2.0,1.0142857142857142
Tomoya Miyashita,17,9,7,170.18,63.05,174.71661691542292,Southpaw,1.67,65.0,0.93,33.0,4.0,80.0,0.0,2.0,1.026657755996139
Jack Cartwright,10,1,0,175.26,61.23,172.72,Orthodox,0.8,38.0,3.33,29.0,6.0,66.0,0.0,2.0,0.9855072463768116
Jafel Filho,15,3,0,170.18,56.7,172.72,Orthodox,2.0,37.0,2.31,45.0,1.53,27.0,55.0,2.0,1.0149253731343284
Mark Scanlon,9,2,0,175.26,77.11,180.1527188940092,Orthodox,2.2,35.0,3.33,48.0,3.0,75.0,25.0,2.0,1.0279169171174782
Eric Esch,15,10,1,180.34,158.76,184.94287292817683,Orthodox,3.07,71.0,1.74,43.0,0.0,0.0,0.0,2.0,1.0255233055793325
Chris Tickle,9,9,0,175.26,70.31,180.1527188940092,Orthodox,1.07,40.0,1.13,43.0,1.0,25.0,20.0,2.0,1.0279169171174782
Ivana Petrovic,6,1,0,172.72,56.7,177.8,Southpaw,1.47,35.0,2.73,52.0,2.0,33.0,66.0,2.0,1.0294117647058825
Kazuki Okubo,7,9,0,180.34,79.38,184.94287292817683,Orthodox,1.53,38.0,1.97,46.0,0.51,25.0,36.0,2.0,1.0255233055793325
Abdul-Kerim Edilov,17,4,0,187.96,92.99,192.34385185185187,Orthodox,10.22,61.0,0.13,92.0,3.98,100.0,0.0,2.0,1.0233233233233234
Eddy Ellis,21,16,1,175.26,77.11,180.1527188940092,Orthodox,3.4,69.0,1.53,68.0,4.0,66.0,50.0,2.0,1.0279169171174782
Jason MacDonald,25,16,0,190.5,83.91,203.2,Orthodox,1.55,52.0,2.7,46.0,1.43,16.0,35.0,2.0,1.0666666666666667
Micah Miller,20,8,0,182.88,65.77,187.28926406926408,Orthodox,1.33,33.0,2.15,54.0,0.98,37.0,21.0,2.0,1.0241101491101492
Allan Begosso,7,2,1,165.1,61.23,167.64,Orthodox,1.8,40.0,7.73,34.0,0.0,0.0,25.0,2.0,1.0153846153846153
Yuma Horiuchi,9,5,0,167.64,56.7,170.18,Switch,3.73,30.0,5.0,35.0,2.0,16.0,0.0,2.0,1.0151515151515154
John Gunderson,35,16,2,175.26,70.31,175.26,Orthodox,1.04,27.0,1.71,58.0,1.67,33.0,11.0,2.0,1.0
Chris Haseman,20,17,0,180.34,92.99,184.94287292817683,Orthodox,0.93,70.0,4.67,28.0,0.0,0.0,40.0,2.0,1.0255233055793325
Josh Smith,9,8,0,182.88,70.31,187.28926406926408,Orthodox,0.73,28.0,1.4,54.0,0.0,0.0,57.0,2.0,1.0241101491101492
Martin Kampmann,20,7,0,182.88,77.11,182.88,Orthodox,3.22,42.0,3.28,62.0,1.86,41.0,78.0,2.0,1.0
Frank Mir,18,11,0,190.5,119.75,200.66,Southpaw,2.18,47.0,3.84,38.0,2.02,40.0,54.0,2.0,1.0533333333333332
Mitch Gagnon,12,5,0,165.1,61.23,165.1,Southpaw,2.76,46.0,2.21,61.0,1.16,25.0,65.0,1.9,1.0
Lucio Linhares,19,8,0,187.96,83.91,192.34385185185187,Orthodox,0.99,22.0,3.47,34.0,1.86,50.0,50.0,1.9,1.0233233233233234
Roger Gracie,8,2,0,193.04,83.91,200.66,Orthodox,1.78,35.0,1.79,61.0,1.87,53.0,60.0,1.9,1.0394736842105263
Saidyokub Kakhramonov,10,3,0,172.72,61.23,175.26,Orthodox,2.05,51.0,0.88,58.0,6.63,48.0,83.0,1.9,1.0147058823529411
Mickey Gall,7,5,0,187.96,77.11,187.96,Switch,2.94,46.0,4.25,49.0,1.21,30.0,36.0,1.9,1.0
Joe Soto,18,7,0,167.64,61.23,165.1,Orthodox,3.36,41.0,5.37,67.0,0.85,21.0,70.0,1.9,0.9848484848484849
Austin Vanderford,4,0,0,180.34,77.11,184.94287292817683,Orthodox,3.9,52.0,5.19,45.0,0.0,0.0,100.0,1.9,1.0255233055793325
Pat Sabatini,18,5,0,172.72,65.77,177.8,Orthodox,2.02,59.0,1.54,49.0,3.73,42.0,50.0,1.9,1.0294117647058825
Jessamyn Duke,3,5,0,180.34,61.23,185.42,Orthodox,4.83,53.0,4.43,57.0,1.27,36.0,50.0,1.9,1.028169014084507
Ryan Jensen,21,8,0,185.42,83.91,193.04,Orthodox,2.84,39.0,2.99,59.0,1.55,50.0,31.0,1.9,1.0410958904109588
Roman Mitichyan,8,3,0,177.8,77.11,182.0296035242291,Orthodox,0.26,16.0,2.7,43.0,1.93,100.0,25.0,1.9,1.0237885462555065
Georgi Karakhanyan,26,7,1,172.72,65.77,177.244375,Orthodox,4.49,39.0,5.0,54.0,1.41,50.0,33.0,1.9,1.0261948529411764
